Step_Name,Cleaned_Operation
车(纵切)-可外协,纵切车
车(纵切)WI-087,纵切车
车(纵切)检验,纵切车检验
车(纵切)检验 PII-G36432000-02,纵切车检验
车(纵切)检验 PII-G36432000-03,纵切车检验
车(纵切)检验 PII-G36432000-04,纵切车检验
车(纵切)检验 PII-G36471100A,纵切车检验
车(纵切)检验 PII-G39667000-10,纵切车检验
车(纵切)检验 详细参见检验指导书,纵切车检验 详细参见检验指导书
车(纵切）WI-087,纵切车
车中心,车削中心
车中心检验,车中心检验
车削,车削
车削(可外协),车削
车削中心,车削中心
车削（可外协）,车削
车纵切WI-087,纵切车
车（中心） PS-36432100-01-20,车削中心
车（中心） WI-120,车削中心
车（中心）WI-120,车削中心
车（中心）检验 PII-G133104146R-S,车削中心检验
车（中心）检验 PII-G32802000-H PS工艺,车削中心检验 PS工艺
车（中心）检验 PII-G36431000-01,车削中心检验
车（中心）检验 PII-G36432100-01,车削中心检验
车（中心）检验 PII-G39590900-H PS工艺,车削中心检验 PS工艺
车（中心）检验 PII-G39659000-02,车削中心检验
车（数） WI-117,数控车
车（数）检验 PII-G39789000(PS-A),数控车检验
车（普)检验PII-G181060-01,普通车削检验
车（普）,普通车削
车（普）WI-045,普通车削
车（普）检验参见相关检验文件,普通车削检验参见相关检验文件
车（纵切）,纵切车
车（纵切） WI-087,纵切车
车（纵切） WI-089,纵切车
车（纵切） WI-090,纵切车
车（纵切） WI-091,纵切车
车（纵切）PS-608379-03-10,纵切车
车（纵切）PS-608383-10,纵切车
车（纵切）WI-087,纵切车
车（纵切）外协,纵切车
车（纵切）外协PS-T-39726000-10-10,纵切车
车（纵切）外协检验 PII-G39665000-10-B,纵切车检验
车（纵切）检验,纵切车检验
车（纵切）检验 PII-G00405,纵切车检验
车（纵切）检验 PII-G02410,纵切车检验
车（纵切）检验 PII-G35070005,纵切车检验
车（纵切）检验 PII-G39671000-10,纵切车检验
车（纵切）检验 PII-G39789000(PS-A),纵切车检验
车（纵切）检验 PII-G608379-03,纵切车检验
车（纵切）检验 PII-G608383,纵切车检验
车（纵切）检验PII-G03600,纵切车检验
车（纵切）检验PII-G03664,纵切车检验
车（纵切）检验PII-G03675,纵切车检验
车（纵切）检验PII-G39726000-10,纵切车检验
软件预安装,软件预安装
辐照(灭菌)外协 检验P1I-J00875,辐照(灭菌)检验P1I-J00875
辐照(灭菌)外协W1-346,辐照灭菌
辐照灭菌,辐照灭菌
辐照灭菌(外协),辐照灭菌
辐照灭菌(外协)检验,辐照灭菌检验
辐照灭菌-外协,辐照灭菌
过程包装,包装
过程包装 WI-ED-011,包装
过程清洗,清洗
进料检验,进料检验
进货检验,进货检验
进货检验 PII-G36432100-01,进货检验
进货检验DMR-00006825,进货检验
酒精清洗,清洗
钎焊（外协）,钎焊
钝化,钝化
钝化 PS-608379-03-30,钝化
钝化 PS-608383-80,钝化
钝化 WI-109,钝化
钝化(OEM),钝化
钝化WI-109,钝化
钝化检验,钝化检验
钳,钳工
钳工,钳工
钳工  WI-ED-013,钳工
钳工 PS-36432000-02-20,钳工
钳工 PS-36432000-03-20,钳工
钳工 PS-36432000-04-20,钳工
钳工 PS-36432100-01-120,钳工
钳工 PS-36432100-01-30,钳工
钳工 PS-36432100-01-60,钳工
钳工 PS-608383-50,钳工
钳工 WI-076,钳工
钳工(去毛刺),钳工
钳工(去毛刺)检验,钳工(去毛刺)检验
钳工(校直),钳工
钳工(校直)检验,钳工(校直)检验
钳工(装配),钳工
钳工(装配)检验,钳工(装配)检验
钳工WI-076,钳工
钳工WI-079,钳工
钳工WI-ED-013,钳工
钳工_装配,钳工
钳工_装配检验,钳工_装配检验
钳工检验,钳工检验
钳工检验  PII-G106240-01,钳工检验
钳工检验 PII-G00808,钳工检验
钳工检验 PII-G01245（32372000-01）,钳工检验（32372000-01）
钳工检验 PII-G03115,钳工检验
钳工检验 PII-G1/33140000-H,钳工检验/33140000-H
钳工检验 PII-G133104146R-S,钳工检验
钳工检验 PII-G32802000-H PS工艺,钳工检验 PS工艺
钳工检验 PII-G32802000-S,钳工检验
钳工检验 PII-G32933000B,钳工检验
钳工检验 PII-G33721023B,钳工检验
钳工检验 PII-G33723055B,钳工检验
钳工检验 PII-G35040000-01-J,钳工检验
钳工检验 PII-G35070005,钳工检验
钳工检验 PII-G36100400-01,钳工检验
钳工检验 PII-G36100500-01,钳工检验
钳工检验 PII-G36431000-01,钳工检验
钳工检验 PII-G36431100-01,钳工检验
钳工检验 PII-G36431200-01,钳工检验
钳工检验 PII-G36432000-02,钳工检验
钳工检验 PII-G36432000-03,钳工检验
钳工检验 PII-G36432000-04,钳工检验
钳工检验 PII-G36432100-01,钳工检验
钳工检验 PII-G36471100A,钳工检验
钳工检验 PII-G39590900-H PS工艺,钳工检验 PS工艺
钳工检验 PII-G39659000-02,钳工检验
钳工检验 PII-G39665000-10-B,钳工检验
钳工检验 PII-G39667000-10,钳工检验
钳工检验 PII-G39671000-10,钳工检验
钳工检验 PII-G39789000(PS-A),钳工检验
钳工检验 PII-G39869008-SF,钳工检验
钳工检验 PII-G608383,钳工检验
钳工检验 详细参见检验指导书,钳工检验 详细参见检验指导书
钳工检验PII-G01553,钳工检验
钳工检验PII-G02304,钳工检验
钳工检验PII-G02440,钳工检验
钳工检验PII-G03664,钳工检验
钳工检验PII-G03675,钳工检验
钳工检验PII-G106157-02,钳工检验
钳工检验PII-G139130-01,钳工检验
钳工检验PII-G181060,钳工检验
钳工检验PII-G256105-01,钳工检验
钳工检验PII-G291320,钳工检验
钳工检验PII-G39726000-10,钳工检验
钳工检验参见相关检验文件,钳工检验参见相关检验文件
钳工装配(OEM),钳工
钳工（去毛刺）,钳工
钳工（去毛刺）检验,钳工（去毛刺）检验
钳工（装配）,钳工
钳工（装配） WI-076,钳工
钳工（装配）PS-36432000-30,钳工
钳工（装配）检验,钳工（装配）检验
钳工（装配）检验 PII-G35040000,钳工（装配）检验
钳装,钳工
钻(深孔),深孔钻
钻(深孔)检验,深孔钻检验
钻孔(外协),钻孔
钻孔(外协)检验,钻孔检验
钻深孔,深孔钻
钻深孔(外协),深孔钻
钻深孔-可外协,深孔钻
钻深孔-外协,深孔钻
钻深孔-外协-检验 PII-G36431000-01,钻深孔检验
钻深孔检验,钻深孔检验
钻深孔检验 PII-G39789000(PS-A),钻深孔检验
钻深孔（外协）,深孔钻
铣,数控铣
铣(中心),铣削中心
铣(中心) WI-150,铣削中心
铣(中心)WI-150,铣削中心
铣(中心)检验,铣削中心检验
铣(中心)检验  PII-G106240-01,铣削中心检验
铣(中心)检验 PII-G32802000-S,铣削中心检验
铣(中心)检验 详细参见检验指导书,铣削中心检验 详细参见检验指导书
铣(中心)检验PII-G256105-01,铣削中心检验
铣(普),普通铣削
铣(普)检验,普通铣削检验
铣中心,铣削中心
铣中心检验,铣中心检验
铣（中心）,铣削中心
铣（中心） WI-150,铣削中心
铣（中心）PS-36432100-01-50,铣削中心
铣（中心）WI-150,铣削中心
铣（中心）检验,铣削中心检验
铣（中心）检验 PII-G00808,铣削中心检验
铣（中心）检验 PII-G133104146R-S,铣削中心检验
铣（中心）检验 PII-G32802000-H PS工艺,铣削中心检验 PS工艺
铣（中心）检验 PII-G36431000-01,铣削中心检验
铣（中心）检验 PII-G36431100-01,铣削中心检验
铣（中心）检验 PII-G36431200-01,铣削中心检验
铣（中心）检验 PII-G36432100-01,铣削中心检验
铣（中心）检验 PII-G39590900-H PS工艺,铣削中心检验 PS工艺
铣（中心）检验 PII-G39659000-02,铣削中心检验
铣（中心）检验 PII-G39789000(PS-A),铣削中心检验
铣（中心）检验 PII-G39869008-SF,铣削中心检验
铣（中心）检验PII-G181060-01,铣削中心检验
铣（中心）检验PII-G39665000-10-B,铣削中心检验
铣（普） WI-044,普通铣削
铣（普）WI-044,普通铣削
铣（普）检验 PII-G133104146R-S,普通铣削检验
铣（普）检验 PII-G39659000-02,普通铣削检验
铣（普）检验PII-G02440,普通铣削检验
铣（普）检验PII-G256105-01,普通铣削检验
锯,锯
锯(可外协),锯
锯-外协,锯
锯床,锯
锯床（可外协）,锯
锯（可外协）,锯
锯（外协）,锯
镀铬,镀铬
镀铬(外,镀铬
镀铬(外协),镀铬
镀铬(外协）,镀铬
镀铬-外协,镀铬
镀铬外协,镀铬
镀铬外协检验,镀铬检验
镀铬检验,镀铬检验
镀铬（外协）,镀铬
阳极氧化,阳极氧化
阳极氧化(外协),阳极氧化
阳极氧化-外协,阳极氧化
阳极氧化外协,阳极氧化
阳极氧化外协检验,阳极氧化检验
阳极氧化检验,阳极氧化检验
阳极氧化（外协）,阳极氧化
阳极氧化（外协）检验,阳极氧化检验
非真空热处理,非真空热处理
非真空热处理-可外协,非真空热处理
非真空热处理-外协,非真空热处理
非真空热处理（可外协）,非真空热处理
